License_Number,Date,Activity,City_Name,County_Name
414864,4/20/2016 0:00,Marijuana Compliance Check-no Sale,MOSES LAKE,GRANT
413943,5/5/2014 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412362,1/5/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
421687,5/24/2016 0:00,Marijuana Applicant Site Verification,UNINCORP. AREAS,LINCOLN
421552,4/30/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
415932,10/23/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
415504,5/4/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
416458,9/1/2015 0:00,Marijuana Premises Check,TACOMA,PIERCE
412149,10/13/2016 0:00,Marijuana Premises Check,RAYMOND,PACIFIC
415575,1/31/2017 0:00,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
412236,6/30/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
414995,9/5/2015 0:00,Marijuana Premises Check,PULLMAN,WHITMAN
414287,1/29/2015 0:00,Marijuana Premises Check,RAYMOND,PACIFIC
415094,5/16/2016 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
412521,4/26/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
415847,8/23/2016 0:00,Marijuana Premises Check,SEATTLE,KING
414520,8/19/2015 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
414520,8/19/2015 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
413806,9/22/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
412490,6/8/2015 0:00,Marijuana Compliance Check-no Sale,SPOKANE (CITY),SPOKANE
417646,12/19/2016 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
422414,5/11/2017 0:00,Marijuana Compliance Check-no Sale,LYNNWOOD,SNOHOMISH
416894,2/17/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
416627,7/21/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
413732,8/31/2015 0:00,Marijuana Premises Check,VANCOUVER,CLARK
412598,10/30/2015 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
415206,8/23/2016 0:00,Marijuana Compliance Check-Sale,RAYMOND,PACIFIC
416689,7/26/2016 0:00,Marijuana Premises Check,MOXEE,YAKIMA
412969,8/31/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,DOUGLAS
412964,4/27/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
417381,12/30/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHITMAN
413832,5/24/2014 0:00,Marijuana Applicant Site Verification,BREMERTON,KITSAP
421618,6/17/2016 0:00,Marijuana Premises Check,SEATTLE,KING
415361,2/1/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,KLICKITAT
415575,7/23/2014 0:00,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
420800,4/20/2017 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
413199,1/20/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413802,12/18/2015 0:00,Marijuana Premises Check,TUMWATER,THURSTON
415740,9/7/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,DOUGLAS
412596,1/6/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
423977,3/27/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
413791,5/22/2015 0:00,Marijuana Premises Check,RENTON,KING
360307,1/9/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
413846,10/10/2016 0:00,Marijuana Applicant Site Verification,LONGVIEW,COWLITZ
414558,9/6/2016 0:00,Marijuana Premises Check,GRAND COULEE,GRANT
422658,1/5/2017 0:00,Marijuana Premises Check,RITZVILLE,ADAMS
422431,5/31/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
414041,1/17/2017 0:00,Marijuana Premises Check,TUMWATER,THURSTON
413847,9/15/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
414823,1/8/2017 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
412603,9/25/2014 0:00,Marijuana Premises Check,UNINCORP. AREAS,WALLA WALLA
412149,6/23/2016 0:00,Marijuana Premises Check,RAYMOND,PACIFIC
412490,2/12/2015 0:00,Marijuana Applicant Site Verification,SPOKANE (CITY),SPOKANE
413374,10/19/2015 0:00,Marijuana Premises Check,TACOMA,PIERCE
416016,9/22/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
415743,6/10/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,PEND OREILLE
421616,3/24/2017 0:00,Marijuana Compliance Check-no Sale,BELLINGHAM,WHATCOM
415662,10/22/2015 0:00,Marijuana Premises Check,ELLENSBURG,KITTITAS
415253,4/7/2016 0:00,Marijuana Compliance Check-no Sale,BELLEVUE,KING
414430,8/31/2016 0:00,Marijuana Compliance Check-no Sale,EVERETT,SNOHOMISH
415916,1/6/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
417511,2/21/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
415885,7/28/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
413586,2/17/2016 0:00,Marijuana Applicant Site Verification,SPOKANE (CITY),SPOKANE
413940,3/7/2016 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412466,9/16/2015 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,COWLITZ
412612,5/19/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
413821,1/15/2015 0:00,Marijuana Premises Check,OLYMPIA,THURSTON
415470,12/29/2015 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
420894,1/24/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
422525,5/10/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,CLALLAM
412964,3/13/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
417471,12/24/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
412765,8/28/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
416153,9/15/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
421789,6/8/2016 0:00,Marijuana Compliance Check-no Sale,LONGVIEW,COWLITZ
415229,5/1/2015 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
414823,4/9/2017 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
413481,3/9/2015 0:00,Marijuana Premises Check,EAST WENATCHEE,DOUGLAS
416843,7/10/2015 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
415210,1/8/2016 0:00,Marijuana Applicant Site Verification,UNINCORP. AREAS,KITSAP
414280,8/9/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,COWLITZ
412672,9/26/2014 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414817,2/27/2015 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
413176,1/3/2017 0:00,Marijuana Premises Check,TUMWATER,THURSTON
412061,10/13/2014 0:00,Marijuana Premises Check,PASCO,FRANKLIN
414296,7/27/2015 0:00,Marijuana Premises Check,BELLEVUE,KING
420497,11/17/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SPOKANE
415504,6/14/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
415001,11/13/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
414532,3/15/2017 0:00,Marijuana Premises Check,SEATTLE,KING
423784,5/16/2017 0:00,Marijuana Premises Check,SHORELINE,KING
411970,2/16/2017 0:00,Marijuana Premises Check,COLVILLE,STEVENS
414785,5/4/2015 0:00,Marijuana Premises Check,SEATTLE,KING
413737,1/22/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413896,4/11/2016 0:00,Marijuana Premises Check,VANCOUVER,CLARK
414101,10/9/2016 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415484,8/18/2015 0:00,Marijuana Compliance Check-no Sale,TENINO,THURSTON
413732,4/25/2016 0:00,Marijuana Premises Check,VANCOUVER,CLARK
417335,10/27/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
413407,5/3/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
412084,10/3/2014 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
416961,6/6/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
413014,7/21/2015 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
402039,12/16/2016 0:00,Marijuana Premises Check,SEATTLE,KING
414250,3/7/2017 0:00,Marijuana Premises Check,UNION GAP,YAKIMA
412070,11/18/2015 0:00,Marijuana Premises Check,SEATTLE,KING
413544,10/29/2014 0:00,Marijuana Premises Check,LONGVIEW,COWLITZ
413087,4/14/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,CLALLAM
412591,9/29/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
421805,5/23/2016 0:00,Marijuana Premises Check,VANCOUVER,CLARK
414656,9/6/2015 0:00,Marijuana Premises Check,BREMERTON,KITSAP
416965,12/14/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
420801,5/12/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
414735,10/9/2015 0:00,Marijuana Premises Check,PORT ANGELES,CLALLAM
412069,2/7/2017 0:00,Marijuana Premises Check,SEATTLE,KING
414430,6/5/2015 0:00,Marijuana Compliance Check-no Sale,EVERETT,SNOHOMISH
413791,1/13/2017 0:00,Marijuana Premises Check,RENTON,KING
413462,5/11/2016 0:00,Marijuana Premises Check,LACEY,THURSTON
413870,1/5/2017 0:00,Marijuana Premises Check,BREMERTON,KITSAP
414884,1/13/2016 0:00,Marijuana Premises Check,SEATTLE,KING
413683,12/21/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SNOHOMISH
414060,4/12/2016 0:00,Marijuana Compliance Check-no Sale,MOUNT VERNON,SKAGIT
424473,4/13/2017 0:00,Marijuana Compliance Check-no Sale,TACOMA,PIERCE
413519,9/1/2016 0:00,Marijuana Premises Check,SEATTLE,KING
415885,6/10/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
413369,8/10/2015 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
412579,10/21/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,COWLITZ
414656,5/28/2015 0:00,Marijuana Premises Check,BREMERTON,KITSAP
422037,5/25/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,SKAGIT
415853,7/25/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
414983,3/21/2017 0:00,Marijuana Premises Check,BELLEVUE,KING
423272,1/3/2017 0:00,Marijuana Premises Check,UNIVERSITY PLACE,PIERCE
413798,3/29/2017 0:00,Marijuana Premises Check,OCEAN SHORES,GRAYS HARBOR
423775,4/13/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
414491,3/8/2016 0:00,Marijuana Premises Check,COVINGTON,KING
412923,4/20/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
421359,10/22/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
413432,6/6/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PACIFIC
416627,11/20/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
413896,4/12/2016 0:00,Marijuana Premises Check,VANCOUVER,CLARK
412306,2/18/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITTITAS
416153,10/7/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413791,6/29/2016 0:00,Marijuana Compliance Check-no Sale,RENTON,KING
422012,7/13/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
412154,8/27/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
412170,10/11/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
412097,8/17/2016 0:00,Marijuana Premises Check,LONGVIEW,COWLITZ
412362,4/30/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
415115,6/27/2015 0:00,Marijuana Premises Check,KENMORE,KING
415115,6/27/2015 0:00,Marijuana Premises Check,KENMORE,KING
413870,10/19/2015 0:00,Marijuana Premises Check,BREMERTON,KITSAP
422944,12/15/2016 0:00,Marijuana Compliance Check-no Sale,ELLENSBURG,KITTITAS
84130,9/8/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414526,9/28/2015 0:00,Marijuana Premises Check,LAKEWOOD,PIERCE
414101,5/16/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
412494,12/10/2015 0:00,Marijuana Premises Check,AUBURN,KING
423775,3/13/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
413534,8/16/2016 0:00,Marijuana Compliance Check-no Sale,ANACORTES,SKAGIT
413849,4/18/2014 0:00,Marijuana Applicant Site Verification,SEATTLE,KING
412286,9/1/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
414656,7/23/2015 0:00,Marijuana Premises Check,BREMERTON,KITSAP
417321,10/28/2016 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
421698,5/23/2017 0:00,Marijuana Compliance Check-no Sale,SPOKANE (CITY),SPOKANE
415183,7/18/2016 0:00,Marijuana Premises Check,SHELTON,MASON
413289,4/21/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
415833,11/10/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
419833,7/29/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
423224,11/29/2016 0:00,Marijuana Premises Check,MOUNTLAKE TERRACE,SNOHOMISH
414500,4/30/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
413801,5/20/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413994,4/25/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,FERRY
414231,2/8/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
412154,5/13/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
415647,4/10/2014 0:00,Marijuana Applicant Site Verification,BELLEVUE,KING
422442,4/5/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
416308,12/30/2015 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
415470,5/12/2016 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
404933,1/7/2016 0:00,Marijuana Compliance Check-no Sale,PORT TOWNSEND,JEFFERSON
414149,6/1/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,CLALLAM
412778,2/27/2015 0:00,Marijuana Premises Check,BREMERTON,KITSAP
413492,5/23/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
415229,5/24/2016 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
415429,12/7/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
421491,2/16/2017 0:00,Marijuana Premises Check,OLYMPIA,THURSTON
416125,11/23/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,KLICKITAT
412304,10/17/2014 0:00,Marijuana Premises Check,SPOKANE VALLEY,SPOKANE
415037,7/31/2015 0:00,Marijuana Premises Check,TACOMA,PIERCE
413802,4/17/2017 0:00,Marijuana Compliance Check-no Sale,TUMWATER,THURSTON
412724,9/22/2015 0:00,Marijuana Premises Check,SEATTLE,KING
413848,8/10/2016 0:00,Marijuana Premises Check,VANCOUVER,CLARK
416859,2/13/2015 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
415410,10/16/2014 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
422504,2/8/2017 0:00,Marijuana Premises Check,CHENEY,SPOKANE
424257,4/20/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
414160,3/16/2016 0:00,Marijuana Premises Check,SEATTLE,KING
422103,2/2/2017 0:00,Marijuana Premises Check,OAK HARBOR,ISLAND
413570,2/9/2017 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
414520,6/26/2015 0:00,Marijuana Compliance Check-no Sale,EVERETT,SNOHOMISH
416226,12/15/2014 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,DOUGLAS
413426,12/21/2015 0:00,Marijuana Compliance Check-no Sale,UNINCORP. AREAS,BENTON
421490,5/24/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,THURSTON
417486,6/23/2016 0:00,Marijuana Premises Check,AIRWAY HEIGHTS,SPOKANE
415216,10/23/2015 0:00,Marijuana Premises Check,GRANITE FALLS,SNOHOMISH
413092,5/13/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ADAMS
412612,9/23/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
413819,10/27/2016 0:00,Marijuana Premises Check,ARLINGTON,SNOHOMISH
415504,6/30/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
415504,6/30/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
414491,5/20/2017 0:00,Marijuana Premises Check,COVINGTON,KING
413314,11/26/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413798,5/13/2015 0:00,Marijuana Premises Check,OCEAN SHORES,GRAYS HARBOR
416581,11/22/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413980,10/6/2016 0:00,Marijuana Premises Check,BUCKLEY,PIERCE
416308,5/9/2014 0:00,Marijuana Applicant Site Verification,BELLINGHAM,WHATCOM
71368,11/4/2016 0:00,Marijuana Premises Check,VANCOUVER,CLARK
413358,10/5/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
412782,10/1/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,KLICKITAT
424190,1/6/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PACIFIC
404933,10/29/2015 0:00,Marijuana Premises Check,PORT TOWNSEND,JEFFERSON
413801,10/19/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
414573,5/22/2017 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,KING
416272,7/19/2016 0:00,Marijuana Premises Check,ANACORTES,SKAGIT
412591,10/18/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,DOUGLAS
414449,9/15/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
416387,12/9/2014 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
420477,5/12/2017 0:00,Marijuana Premises Check,EDMONDS,SNOHOMISH
416627,1/12/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
420338,5/23/2017 0:00,Marijuana Premises Check,RENTON,KING
415762,1/24/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
424162,4/12/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,YAKIMA
414520,3/14/2017 0:00,Marijuana Premises Check,EVERETT,SNOHOMISH
421789,5/10/2016 0:00,Marijuana Compliance Check-no Sale,LONGVIEW,COWLITZ
415575,6/5/2015 0:00,Marijuana Compliance Check-Sale,LAKE STEVENS,SNOHOMISH
415575,6/5/2015 0:00,Marijuana Compliance Check-Sale,LAKE STEVENS,SNOHOMISH
412402,12/13/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
415860,11/9/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ISLAND
412066,5/27/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
412066,5/27/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
412403,6/5/2014 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
423754,5/8/2017 0:00,Marijuana Premises Check,SEATTLE,KING
412066,3/31/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,STEVENS
412964,5/17/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
413801,2/17/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
422175,5/19/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
413743,1/6/2016 0:00,Marijuana Premises Check,MARYSVILLE,SNOHOMISH
413503,1/13/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,PIERCE
415721,7/11/2016 0:00,Marijuana Applicant Site Verification,UNINCORP. AREAS,SKAMANIA
413980,8/16/2016 0:00,Marijuana Compliance Check-no Sale,BUCKLEY,PIERCE
410831,5/3/2016 0:00,Marijuana Applicant Site Verification,MAPLE VALLEY,KING
421876,11/29/2016 0:00,Marijuana Compliance Check-no Sale,SHORELINE,KING
414712,1/8/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
415504,7/29/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
419640,4/4/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
412362,1/13/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
413550,6/1/2015 0:00,Marijuana Compliance Check-no Sale,VANCOUVER,CLARK
414174,9/12/2016 0:00,Marijuana Premises Check,SEATTLE,KING
412587,12/29/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
412069,2/24/2016 0:00,Marijuana Premises Check,SEATTLE,KING
414533,9/15/2014 0:00,Marijuana Premises Check,SEATTLE,KING
415115,12/19/2015 0:00,Marijuana Premises Check,KENMORE,KING
417206,8/31/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
415083,7/20/2016 0:00,Marijuana Compliance Check-no Sale,UNINCORPORATED AREAS,THURSTON
415037,6/23/2015 0:00,Marijuana Premises Check,TACOMA,PIERCE
413791,5/29/2015 0:00,Marijuana Premises Check,RENTON,KING
415001,4/16/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,GRAYS HARBOR
415459,6/2/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
79013,11/14/2016 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
412273,4/29/2014 0:00,Marijuana Applicant Site Verification,SPOKANE (CITY),SPOKANE
72413,4/20/2017 0:00,Marijuana Premises Check,DAVENPORT,LINCOLN
412305,11/12/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
413773,3/12/2015 0:00,Marijuana Premises Check,UNION GAP,YAKIMA
414449,6/16/2015 0:00,Marijuana Premises Check,TACOMA,PIERCE
412077,8/18/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
416277,1/9/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,ADAMS
412388,5/9/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KLICKITAT
412240,1/8/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413358,5/10/2017 0:00,Marijuana Compliance Check-no Sale,TACOMA,PIERCE
353260,1/22/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,JEFFERSON
412964,5/9/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
422138,8/15/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHITMAN
414983,3/6/2015 0:00,Marijuana Premises Check,BELLEVUE,KING
422992,5/5/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SPOKANE
416665,10/29/2015 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,CHELAN
412860,5/26/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
413860,2/28/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415314,7/16/2015 0:00,Marijuana Compliance Check-no Sale,PULLMAN,WHITMAN
404933,1/19/2017 0:00,Marijuana Premises Check,PORT TOWNSEND,JEFFERSON
415094,10/7/2014 0:00,Marijuana Premises Check,BELLINGHAM,WHATCOM
412943,3/23/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,KITSAP
414550,9/14/2016 0:00,Marijuana Compliance Check-no Sale,PORT ORCHARD,KITSAP
415229,1/5/2017 0:00,Marijuana Premises Check,PORT ORCHARD,KITSAP
416426,8/18/2016 0:00,Marijuana Premises Check,TUMWATER,THURSTON
421695,3/6/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
414864,12/9/2016 0:00,Marijuana Compliance Check-no Sale,MOSES LAKE,GRANT
421876,5/30/2017 0:00,Marijuana Premises Check,SHORELINE,KING
412240,9/22/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
415539,1/11/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,MASON
412843,8/18/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
412084,2/9/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
414356,5/13/2017 0:00,Marijuana Premises Check,CLARKSTON,ASOTIN
415216,1/28/2016 0:00,Marijuana Premises Check,GRANITE FALLS,SNOHOMISH
420819,4/28/2016 0:00,Marijuana Premises Check,SEATTLE,KING
413802,8/19/2015 0:00,Marijuana Premises Check,TUMWATER,THURSTON
413870,11/5/2015 0:00,Marijuana Premises Check,BREMERTON,KITSAP
415183,4/22/2017 0:00,Marijuana Premises Check,SHELTON,MASON
413821,9/18/2015 0:00,Marijuana Compliance Check-no Sale,OLYMPIA,THURSTON
415010,4/29/2017 0:00,Marijuana Premises Check,TACOMA,PIERCE
422570,10/6/2016 0:00,Marijuana Compliance Check-no Sale,EDMONDS,SNOHOMISH
415509,1/8/2016 0:00,Marijuana Premises Check,GOLD BAR,SNOHOMISH
423036,5/4/2016 0:00,Marijuana Applicant Site Verification,UNINCORP. AREAS,JEFFERSON
415575,11/20/2015 0:00,Marijuana Premises Check,LAKE STEVENS,SNOHOMISH
414223,11/16/2016 0:00,Marijuana Applicant Site Verification,PORT ANGELES,CLALLAM
415203,1/4/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,KING
415488,5/27/2015 0:00,Marijuana Premises Check,HOQUIAM,GRAYS HARBOR
413374,10/3/2016 0:00,Marijuana Premises Check,TACOMA,PIERCE
416027,8/12/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SKAGIT
412375,5/4/2016 0:00,Marijuana Premises Check,UNINCORP. AREAS,BENTON
414500,1/30/2017 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,SNOHOMISH
412273,3/24/2015 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
415429,3/18/2016 0:00,Marijuana Premises Check,UNINCORPORATED AREAS,THURSTON
413434,4/12/2017 0:00,Marijuana Premises Check,UNINCORP. AREAS,WHATCOM
412240,1/26/2015 0:00,Marijuana Premises Check,UNINCORP. AREAS,OKANOGAN
53607,2/13/2015 0:00,Marijuana Premises Check,SEATTLE,KING
422278,3/11/2017 0:00,Marijuana Premises Check,SPOKANE (CITY),SPOKANE
420291,4/26/2017 0:00,Marijuana Compliance Check-no Sale,SEATTLE,KING
413596,9/12/2014 0:00,Marijuana Premises Check,UNION GAP,YAKIMA
