License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
422350,9/18/2017 0:00,AVN,4L7261B,69.50.369,"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",SPOKANE (CITY),SPOKANE
412656,4/13/2017 0:00,AVN,7I7103A,314.55.087,(MJ) Records: Improper recordkeeping.,BELLINGHAM,WHATCOM
412374,10/17/2017 0:00,AVN,7M7290A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,STEVENS
400209,6/10/2015 0:00,AVN,3D5161A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,SAN JUAN
412865,11/17/2016 0:00,AVN,4H6322A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,BRIDGEPORT,DOUGLAS
413163,8/2/2017 0:00,AVN,7I7214A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORPORATED AREAS,SKAGIT
416661,10/30/2015 0:00,AVN,7M5303B,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,SPOKANE (CITY),SPOKANE
417381,12/30/2015 0:00,AVN,7Q5364B,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORP. AREAS,WHITMAN
415694,6/14/2017 0:00,AVN,7M7165A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,SPOKANE
414871,9/8/2017 0:00,Written Warning,3B7251A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BELLINGHAM,WHATCOM
415752,12/7/2016 0:00,AVN,7E6342A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),WOODLAND,COWLITZ
413258,11/25/2015 0:00,AVN,7B5329A,69.50.357,(MJ) Retail outlet selling unauthorized products.,UNINCORPORATED AREAS,PIERCE
414539,7/20/2016 0:00,AVN,3A6202A,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,WHATCOM
414114,6/15/2016 0:00,AVN,7N6167A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
420793,1/21/2017 0:00,AVN,2A7021B,69.50.401,(MJ) Sale or service to minor,SEATTLE,KING
412616,4/26/2017 0:00,AVN,7M7116A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
414418,1/6/2015 0:00,AVN,1W5006A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,JEFFERSON
413700,1/9/2017 0:00,AVN,4G7009A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORP. AREAS,OKANOGAN
413819,6/5/2015 0:00,AVN,3E5156B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,ARLINGTON,SNOHOMISH
413076,4/23/2017 0:00,AVN,7C7113A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SOUTH BEND,PACIFIC
417198,3/21/2017 0:00,AVN,7R7080A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),HOQUIAM,GRAYS HARBOR
413358,6/8/2015 0:00,AVN,1S5159A,314.55.079,(MJ) Sale or service to minor,TACOMA,PIERCE
425273,6/15/2017 0:00,AVN,4C7166A,69.50.535,(MJ) Failure to submit monthly tax reports and/or payments.,WALLA WALLA (CITY),WALLA WALLA
413462,8/18/2015 0:00,AVN,3G5236B,314.55.075,(MJ) Unauthorized sale to a retail licensee. (producer),LACEY,THURSTON
421667,11/22/2016 0:00,AVN,3V6327A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
413713,9/12/2017 0:00,AVN,7M7255A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,STEVENS
423754,10/19/2016 0:00,AVN,2J6293A,69.50.401,(MJ) Sale or service to minor,SEATTLE,KING
417174,6/7/2016 0:00,AVN,7D6159A,314.55.104,(MJ) Marijuana processor extraction requirements.,TACOMA,PIERCE
412429,3/20/2017 0:00,AVN,7G7079A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),GOLD BAR,SNOHOMISH
421759,10/25/2017 0:00,AVN,1G7298B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,THURSTON
84130,4/8/2017 0:00,AVN,3H7098A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
413145,7/19/2017 0:00,AVN,7I7200A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),BELLINGHAM,WHATCOM
413922,5/11/2016 0:00,AVN,7M6132A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,STEVENS
415449,3/3/2017 0:00,AVN,7C7062A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",LACEY,THURSTON
84154,8/1/2017 0:00,AVN,1S7213B,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,TACOMA,PIERCE
422218,10/25/2017 0:00,AVN,3M7298A,69.50.369,"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",KIRKLAND,KING
415206,8/23/2016 0:00,AVN,1C6236D,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,RAYMOND,PACIFIC
414680,1/5/2015 0:00,AVN,3G5005A,69.50.357,(MJ) Licensee and/or employee open and/or consuming marijuana on a  licensed premises.,EVERETT,SNOHOMISH
414500,3/30/2016 0:00,AVN,3G6090A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",UNINCORPORATED AREAS,SNOHOMISH
417125,5/17/2016 0:00,AVN,7L6138A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,MOSES LAKE,GRANT
412113,9/12/2017 0:00,AVN,7D7255A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,KITSAP
417262,8/24/2016 0:00,AVN,7I6237A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,SAN JUAN
421084,6/22/2016 0:00,AVN,3E6174A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,ARLINGTON,SNOHOMISH
413716,10/22/2015 0:00,AVN,7B5295A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,KING
422109,8/15/2017 0:00,AVN,3H7227A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
413762,10/23/2015 0:00,AVN,3C5296A,314.55.079,(MJ) Sale or service to minor,SEDRO WOOLLEY,SKAGIT
414963,10/25/2017 0:00,AVN,1G7298A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,LACEY,THURSTON
415937,6/22/2016 0:00,AVN,7Q6174A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
417198,3/21/2017 0:00,AVN,7R7080A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),HOQUIAM,GRAYS HARBOR
417262,5/3/2017 0:00,AVN,7I7123A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,SAN JUAN
415238,5/26/2016 0:00,AVN,3F6147A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SNOHOMISH
415869,12/27/2016 0:00,AVN,7Q6365A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
416902,11/17/2016 0:00,AVN,7M6322A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,STEVENS
421805,7/26/2016 0:00,AVN,1J6208A,314.55.079,(MJ) Sale or service to minor,VANCOUVER,CLARK
421952,5/10/2017 0:00,AVN,3E7130A,314.55.050,(MJ) Misrepresentation of fact.,MUKILTEO,SNOHOMISH
421335,1/24/2017 0:00,AVN,1F7024A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,THURSTON
416632,3/17/2017 0:00,AVN,7J7076A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
412146,12/10/2015 0:00,AVN,7N5344A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
417174,7/6/2016 0:00,AVN,7D6188A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,TACOMA,PIERCE
412743,10/23/2015 0:00,AVN,7N5296A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
422570,6/7/2017 0:00,AVN,3E7158B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,EDMONDS,SNOHOMISH
412388,3/19/2016 0:00,AVN,7E6079A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,KLICKITAT
415010,10/6/2016 0:00,AVN,1S6280A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,TACOMA,PIERCE
413626,2/2/2016 0:00,AVN,7D6033A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,MASON
402107,7/31/2015 0:00,AVN,2A5212C,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
416598,3/3/2016 0:00,AVN,7L6063C,314.55.099,(MJ) Failure to maintain standardized scale requirements (producer).,MOXEE,YAKIMA
413529,3/21/2016 0:00,AVN,3U6062A,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,BELLINGHAM,WHATCOM
417125,5/17/2016 0:00,AVN,7L6138A,314.55.035,(MJ) True party of interest violation.,MOSES LAKE,GRANT
414225,11/16/2015 0:00,AVN,4C5320A,314.55.050,(MJ) Misrepresentation of fact.,PROSSER,BENTON
414418,10/20/2015 0:00,AVN,1W5293A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,JEFFERSON
413541,1/27/2016 0:00,AVN,1W6027B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,PORT ORCHARD,KITSAP
422202,9/28/2017 0:00,Written Warning,4N7271A,69.50.369,"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",UNINCORP. AREAS,STEVENS
416235,7/13/2017 0:00,AVN,7G7194A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),GOLD BAR,SNOHOMISH
412069,7/31/2015 0:00,AVN,7J5212B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
413803,2/1/2018 0:00,AVN,2N8032A,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,KING
421507,5/22/2017 0:00,AVN,4G7142B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,OKANOGAN
413570,12/10/2016 0:00,AVN,2A6345B,69.50.401,(MJ) Sale or service to minor,SEATTLE,KING
420819,4/28/2016 0:00,AVN,2C6119A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
413090,5/6/2016 0:00,AVN,7G6127A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SULTAN,SNOHOMISH
413214,9/8/2016 0:00,AVN,7C6252A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),TUMWATER,THURSTON
84154,2/15/2017 0:00,AVN,1S7046B,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,TACOMA,PIERCE
413258,3/2/2016 0:00,AVN,1R6062A,69.50.401,(MJ) Sale or service to minor,UNINCORPORATED AREAS,PIERCE
413211,7/28/2016 0:00,AVN,7E6210A,314.55.083(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,WAHKIAKUM
412943,2/24/2016 0:00,AVN,7B6055B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,KITSAP
415694,6/14/2017 0:00,AVN,7M7165A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,SPOKANE
413626,2/11/2016 0:00,AVN,7D6042A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,MASON
415900,7/21/2016 0:00,AVN,7M6203A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,STEVENS
417125,2/3/2016 0:00,AVN,7L6034A,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,MOSES LAKE,GRANT
417165,4/4/2016 0:00,AVN,7J6095A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,KING
413099,9/7/2017 0:00,AVN,7I7250A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SKAGIT
415361,8/13/2015 0:00,AVN,1M5225A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,KLICKITAT
422954,5/16/2017 0:00,AVN,4G7136A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,CHELAN
413363,5/15/2015 0:00,AVN,1P5135B,314.55.079,(MJ) Sale or service to minor,TACOMA,PIERCE
413070,10/28/2016 0:00,AVN,7G6302B,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,SEATTLE,KING
425273,3/2/2017 0:00,AVN,4C7061B,69.50.357,(MJ) Retail outlet selling unauthorized products.,WALLA WALLA (CITY),WALLA WALLA
413847,6/10/2015 0:00,AVN,1D5161A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,THURSTON
413719,9/21/2015 0:00,AVN,7P5264A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,WHATCOM
416627,11/13/2015 0:00,AVN,7N5317C,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,SPOKANE
415986,11/12/2015 0:00,AVN,7G5316A,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments.,ARLINGTON,SNOHOMISH
412724,9/9/2015 0:00,AVN,7J5252A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
412347,4/20/2017 0:00,AVN,3L7110D,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
416155,8/30/2016 0:00,AVN,7Q6244A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),AIRWAY HEIGHTS,SPOKANE
414520,5/28/2015 0:00,AVN,3G5148A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,EVERETT,SNOHOMISH
412860,11/9/2015 0:00,AVN,7H5313A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,OKANOGAN
415031,5/5/2016 0:00,AVN,3G6126A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,MOUNTLAKE TERRACE,SNOHOMISH
412756,6/2/2016 0:00,AVN,7H6154A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORP. AREAS,OKANOGAN
413131,12/16/2015 0:00,AVN,7Q5350A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SPOKANE (CITY),SPOKANE
415900,10/6/2016 0:00,AVN,7M6280A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,STEVENS
416739,3/3/2016 0:00,AVN,7L6063E,314.55.099,(MJ) Failure to maintain standardized scale requirements (producer).,MOXEE,YAKIMA
415253,4/20/2017 0:00,AVN,3L7110A,69.50.357,"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",BELLEVUE,KING
416968,9/13/2017 0:00,AVN,7G7256A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),ARLINGTON,SNOHOMISH
420291,9/17/2017 0:00,Written Warning,2G7260E,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
412331,6/2/2016 0:00,AVN,7O6154A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,ADAMS
412969,5/18/2016 0:00,AVN,7P6139A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORPORATED AREAS,DOUGLAS
81400,9/7/2017 0:00,Written Warning,1V7250A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,KITSAP
412627,8/8/2015 0:00,AVN,7J5220A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,ARLINGTON,SNOHOMISH
417019,11/21/2017 0:00,Written Warning,7P7325A,314.55.035,(MJ) True party of interest violation.,QUINCY,GRANT
417198,11/8/2017 0:00,AVN,7R7312A,314.55.035,(MJ) True party of interest violation.,HOQUIAM,GRAYS HARBOR
413479,12/13/2017 0:00,AVN,2G7347A,314.55.079,(MJ) Sale or service to minor,SEATTLE,KING
414680,12/14/2017 0:00,Written Warning,3H7348A,69.50.369,"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",EVERETT,SNOHOMISH
416999,8/20/2017 0:00,AVN,7O7232A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,ADAMS
413718,12/19/2016 0:00,AVN,7D7249A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",TACOMA,PIERCE
421702,11/9/2017 0:00,Written Warning,1J7313A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,VANCOUVER,CLARK
79013,12/13/2017 0:00,AVN,2D7347B,314.55.079,(MJ) Sale or service to minor,SEATTLE,KING
415504,11/1/2017 0:00,Written Warning,3V7305A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SNOHOMISH
416614,1/14/2016 0:00,AVN,7N6014A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
415031,11/6/2017 0:00,AVN,3H7310A,314.55.079,(MJ) Sale or service to minor,MOUNTLAKE TERRACE,SNOHOMISH
414295,12/5/2017 0:00,Written Warning,2N7339A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,DES MOINES,KING
413692,12/26/2017 0:00,AVN,2F7360A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
422442,11/14/2017 0:00,Written Warning,4L7318A,314.55.050,(MJ) Refusal to allow an inspection and/or obstructing a law enforcement officer from performing their official duties.,SPOKANE (CITY),SPOKANE
422010,12/12/2017 0:00,AVN,3A7346C,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,WHATCOM
416626,2/22/2017 0:00,AVN,7E7053A,314.55.120,(MJ) Failing to gain board approval for changes in existing ownership.,WOODLAND,COWLITZ
413211,12/13/2017 0:00,AVN,7E7347A,314.55.083(2),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,WAHKIAKUM
416196,11/29/2017 0:00,AVN,7H7333A,314.55.085,(MJ) Violation of transportation requirements. (producer),UNINCORP. AREAS,OKANOGAN
417029,12/20/2017 0:00,Written Warning,7G7354A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,EVERETT,SNOHOMISH
414395,11/8/2017 0:00,Written Warning,7Q7312A,314.55.085,(MJ) Violation of transportation requirements. (producer),SPOKANE (CITY),SPOKANE
414286,9/9/2017 0:00,AVN,7E7321A,314.55.085,(MJ) Violation of transportation requirements. (producer),VANCOUVER,CLARK
413339,12/11/2017 0:00,AVN,7R7345A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,GRAYS HARBOR
412942,11/9/2017 0:00,AVN,7J7313A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,THURSTON
416787,11/8/2017 0:00,AVN,4W7312A,314.55.050,(MJ) Misrepresentation of fact.,VANCOUVER,CLARK
420819,12/13/2017 0:00,AVN,2D7347A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,SEATTLE,KING
421804,12/20/2017 0:00,AVN,2D7354A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
413798,12/27/2017 0:00,Written Warning,1D7361A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,OCEAN SHORES,GRAYS HARBOR
425068,12/6/2017 0:00,Written Warning,3L7340A,314.55.095(3),(MJ) Sales in excess of transaction limitations.,BELLEVUE,KING
414290,11/7/2017 0:00,AVN,7M7311A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,GRANT
415707,12/14/2017 0:00,Written Warning,7M7348A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
402780,12/18/2017 0:00,Written Warning,4G7352A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",CLE ELUM,KITTITAS
415721,12/1/2017 0:00,AVN,7E7335A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORP. AREAS,SKAMANIA
417218,11/1/2017 0:00,AVN,7H7305A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
422158,11/9/2017 0:00,Written Warning,1J7313B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,VANCOUVER,CLARK
421069,12/6/2017 0:00,AVN,1C7340A,314.55.079,(MJ) Sale or service to minor,OLYMPIA,THURSTON
414395,11/8/2017 0:00,AVN,7Q7312A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SPOKANE (CITY),SPOKANE
413718,12/19/2016 0:00,AVN,7D7249A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),TACOMA,PIERCE
414256,11/9/2017 0:00,AVN,3A7313D,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BELLINGHAM,WHATCOM
421709,12/15/2017 0:00,Written Warning,1W7349A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORP. AREAS,JEFFERSON
414871,11/9/2017 0:00,Written Warning,3B7313A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BELLINGHAM,WHATCOM
420123,11/17/2017 0:00,AVN,1W7321A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,FORKS,CLALLAM
414841,12/20/2017 0:00,AVN,2R7354F,69.50.401,(MJ) Sale or service to minor,RENTON,KING
412598,10/30/2017 0:00,AVN,4W7303A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,ARLINGTON,SNOHOMISH
417285,11/21/2017 0:00,AVN,7J7325A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
412129,11/9/2017 0:00,AVN,7B7313A,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,KING
413427,12/12/2017 0:00,AVN,1V7346A,314.55.079,(MJ) Sale or service to minor,UNINCORP. AREAS,KITSAP
425362,12/21/2017 0:00,AVN,4L7355A,314.55.079,(MJ) Sale or service to minor,SPOKANE (CITY),SPOKANE
421069,12/6/2017 0:00,AVN,1C7340A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,OLYMPIA,THURSTON
416196,11/30/2017 0:00,Written Warning,7H7334A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
416626,2/22/2017 0:00,AVN,7E7053A,314.55.035,(MJ) True party of interest violation.,WOODLAND,COWLITZ
421687,12/20/2017 0:00,AVN,4L7354A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,DAVENPORT,LINCOLN
412991,4/23/2017 0:00,AVN,7B7117A,314.55.110,(MJ) Conduct violations: Criminal conduct: Permitting or engaging in criminal conduct.,AUBURN,KING
420661,12/12/2017 0:00,AVN,1V7346B,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,BREMERTON,KITSAP
413427,12/12/2017 0:00,AVN,1V7346A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORP. AREAS,KITSAP
414864,11/13/2017 0:00,Written Warning,4L7318A,314.55.110,(MJ) Conduct violations: Criminal conduct: Permitting or engaging in criminal conduct.,MOSES LAKE,GRANT
416999,8/20/2017 0:00,Written Warning,7O7232A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,ADAMS
414656,11/28/2017 0:00,Written Warning,1V7332A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,BREMERTON,KITSAP
417095,12/7/2017 0:00,Written Warning,7J7341A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,SEATTLE,KING
413713,11/3/2017 0:00,AVN,7M7307A,314.55.035,(MJ) True party of interest violation.,UNINCORP. AREAS,STEVENS
415777,11/15/2017 0:00,Written Warning,7O7319A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,ADAMS
415685,12/11/2017 0:00,AVN,7J7345A,314.55.035,(MJ) True party of interest violation.,SEATTLE,KING
412199,11/8/2017 0:00,AVN,7N7312A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
416787,11/8/2017 0:00,AVN,4W7312A,314.55.050,(MJ) Failure to furnish required documents.,VANCOUVER,CLARK
414256,11/9/2017 0:00,AVN,3A7313C,314.55.079,(MJ) Sale or service to minor,BELLINGHAM,WHATCOM
415031,11/6/2017 0:00,AVN,3H7310A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,MOUNTLAKE TERRACE,SNOHOMISH
416203,11/17/2017 0:00,AVN,7I7321A,314.55.035,(MJ) True party of interest violation.,UNINCORPORATED AREAS,ISLAND
414780,12/14/2017 0:00,AVN,2J7348C,69.50.401,(MJ) Sale or service to minor,SEATTLE,KING
423634,11/6/2017 0:00,AVN,1S7310A,314.55.079,(MJ) Sale or service to minor,TACOMA,PIERCE
424980,11/9/2017 0:00,AVN,7P7313A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,DOUGLAS
422109,12/18/2017 0:00,AVN,3H7352A,69.50.357,(MJ) Allowing a minor to frequent a restricted area.,UNINCORPORATED AREAS,SNOHOMISH
412991,4/23/2017 0:00,AVN,7B7117A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",AUBURN,KING
416354,11/1/2017 0:00,AVN,7N7305A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
420123,11/17/2017 0:00,AVN,1W7321A,314.55.079,(MJ) Sale or service to minor,FORKS,CLALLAM
402039,11/30/2017 0:00,Written Warning,2C7334C,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",SEATTLE,KING
